Id,Time[ns],Parallel: Items
6274,16373720.00000000000000000000,9C
6275,16376860.00000000000000000000,7C
6276,16376870.00000000000000000000,78
6277,16380020.00000000000000000000,FA
6278,16380030.00000000000000000000,F2
6279,16383170.00000000000000000000,77
6280,16383180.00000000000000000000,37
6281,16386330.00000000000000000000,76
6282,16386340.00000000000000000000,56
6283,16389490.00000000000000000000,44
6284,16392640.00000000000000000000,DE
6285,16395800.00000000000000000000,FE
6286,16395810.00000000000000000000,B6
6287,16398960.00000000000000000000,32
6288,16398970.00000000000000000000,12
6289,16402110.00000000000000000000,D1
6290,16405270.00000000000000000000,C4
6291,16408420.00000000000000000000,55
6292,16411580.00000000000000000000,DF
6293,16411590.00000000000000000000,9F
6294,16414730.00000000000000000000,FF
6295,16414740.00000000000000000000,7F
6296,16414750.00000000000000000000,73
6297,16417890.00000000000000000000,77
6298,16417900.00000000000000000000,36
6299,16421050.00000000000000000000,BD
6300,16421070.00000000000000000000,B9
6301,16424200.00000000000000000000,AF
6302,16424210.00000000000000000000,AE
6303,16427360.00000000000000000000,BE
6304,16427380.00000000000000000000,BA
6305,16430510.00000000000000000000,FA
6306,16430520.00000000000000000000,FE
6307,16430530.00000000000000000000,F6
6308,16433670.00000000000000000000,EF
6309,16436830.00000000000000000000,7E
6310,16436840.00000000000000000000,3E
6311,16439980.00000000000000000000,FE
6312,16439990.00000000000000000000,F6
6313,16440000.00000000000000000000,D6
6314,16443140.00000000000000000000,DE
6315,16443150.00000000000000000000,CE
6316,16446300.00000000000000000000,6E
6317,16446310.00000000000000000000,2A
6318,16449450.00000000000000000000,9F
6319,16449460.00000000000000000000,97
6320,16452610.00000000000000000000,74
6321,16452620.00000000000000000000,70
6322,16455770.00000000000000000000,28
6323,16458920.00000000000000000000,68
6324,16458940.00000000000000000000,60
6325,16462080.00000000000000000000,E6
6326,16462090.00000000000000000000,86
6327,16465230.00000000000000000000,AE
6328,16465240.00000000000000000000,2C
6329,16468390.00000000000000000000,68
6330,16468400.00000000000000000000,6C
6331,16468410.00000000000000000000,68
6332,16471540.00000000000000000000,78
6333,16471560.00000000000000000000,10
6334,16474700.00000000000000000000,B8
6335,16477860.00000000000000000000,FF
6336,16481020.00000000000000000000,FC
6337,16481030.00000000000000000000,E4
6338,16484170.00000000000000000000,6E
6339,16484190.00000000000000000000,2E
6340,16487330.00000000000000000000,AC
6341,16487340.00000000000000000000,8C
6342,16490480.00000000000000000000,CE
6343,16490490.00000000000000000000,4F
6344,16490500.00000000000000000000,4B
6345,16493640.00000000000000000000,6C
6346,16496800.00000000000000000000,ED
6347,16496810.00000000000000000000,E9
6348,16499950.00000000000000000000,FB
6349,16499960.00000000000000000000,3B
6350,16499970.00000000000000000000,1B
6351,16503110.00000000000000000000,1E
6352,16503120.00000000000000000000,06
6353,16506260.00000000000000000000,26
6354,16506270.00000000000000000000,A4
6355,16509420.00000000000000000000,D4
6356,16509430.00000000000000000000,F4
6357,16509440.00000000000000000000,D4
6358,16512580.00000000000000000000,56
6359,16512590.00000000000000000000,02
6360,16515730.00000000000000000000,1A
6361,16518890.00000000000000000000,98
6362,16518900.00000000000000000000,88
6363,16522050.00000000000000000000,7C
6364,16522060.00000000000000000000,74
6365,16525200.00000000000000000000,7C
6366,16525210.00000000000000000000,78
6367,16525230.00000000000000000000,38
6368,16528360.00000000000000000000,7C
6369,16528380.00000000000000000000,5C
6370,16531520.00000000000000000000,CC
6371,16531530.00000000000000000000,C0
6372,16534670.00000000000000000000,7D
6373,16537830.00000000000000000000,FC
6374,16537840.00000000000000000000,E0
6375,16540980.00000000000000000000,E1
6376,16540990.00000000000000000000,01
6377,16544140.00000000000000000000,AD
6378,16547290.00000000000000000000,BD
6379,16547300.00000000000000000000,BE
6380,16547310.00000000000000000000,BA
6381,16550450.00000000000000000000,BF
6382,16550460.00000000000000000000,17
6383,16553610.00000000000000000000,DF
6384,16553620.00000000000000000000,CF
6385,16556760.00000000000000000000,FF
6386,16556770.00000000000000000000,FC
6387,16556780.00000000000000000000,B0
6388,16559920.00000000000000000000,76
6389,16559940.00000000000000000000,66
6390,16563080.00000000000000000000,EE
6391,16563090.00000000000000000000,AA
6392,16566230.00000000000000000000,BE
6393,16566240.00000000000000000000,3F
6394,16566250.00000000000000000000,37
6395,16569390.00000000000000000000,35
6396,16569400.00000000000000000000,15
6397,16572540.00000000000000000000,35
6398,16572550.00000000000000000000,3F
6399,16572560.00000000000000000000,3B
6400,16575700.00000000000000000000,7B
6401,16575710.00000000000000000000,71
6402,16575720.00000000000000000000,51
6403,16578860.00000000000000000000,58
6404,16578870.00000000000000000000,18
6405,16582010.00000000000000000000,6C
6406,16582020.00000000000000000000,FF
6407,16582030.00000000000000000000,EF
6408,16585180.00000000000000000000,24
6409,16588330.00000000000000000000,37
6410,16591480.00000000000000000000,F7
6411,16591490.00000000000000000000,D7
6412,16594640.00000000000000000000,57
6413,16594650.00000000000000000000,42
6414,16597790.00000000000000000000,52
6415,16597800.00000000000000000000,9D
6416,16600950.00000000000000000000,DF
6417,16600960.00000000000000000000,42
6418,16604110.00000000000000000000,4F
6419,16607260.00000000000000000000,6F
6420,16607270.00000000000000000000,6E
6421,16607280.00000000000000000000,22
6422,16610420.00000000000000000000,F3
6423,16613580.00000000000000000000,75
6424,16616730.00000000000000000000,FD
6425,16616740.00000000000000000000,8C
6426,16619890.00000000000000000000,89
6427,16623040.00000000000000000000,A9
6428,16623050.00000000000000000000,2A
6429,16626200.00000000000000000000,DB
6430,16629360.00000000000000000000,78
6431,16629370.00000000000000000000,70
6432,16632520.00000000000000000000,E1
6433,16635670.00000000000000000000,61
6434,16635680.00000000000000000000,20
6435,16638830.00000000000000000000,22
6436,16641980.00000000000000000000,AA
6437,16641990.00000000000000000000,A9
6438,16645140.00000000000000000000,B8
6439,16648300.00000000000000000000,BE
6440,16648310.00000000000000000000,96
6441,16651450.00000000000000000000,E6
6442,16651460.00000000000000000000,F6
6443,16651470.00000000000000000000,E6
6444,16654610.00000000000000000000,64
6445,16654620.00000000000000000000,40
6446,16657770.00000000000000000000,01
6447,16660920.00000000000000000000,BF
6448,16664080.00000000000000000000,3F
6449,16664090.00000000000000000000,23
6450,16667230.00000000000000000000,D7
6451,16667240.00000000000000000000,F7
6452,16667250.00000000000000000000,D7
6453,16670390.00000000000000000000,FF
6454,16670400.00000000000000000000,BF
6455,16670410.00000000000000000000,AF
6456,16673550.00000000000000000000,8F
6457,16676700.00000000000000000000,AF
6458,16676710.00000000000000000000,2B
6459,16679860.00000000000000000000,BC
6460,16683010.00000000000000000000,BE
6461,16683020.00000000000000000000,3F
6462,16686170.00000000000000000000,FD
6463,16686180.00000000000000000000,C9
6464,16689330.00000000000000000000,4B
6465,16692480.00000000000000000000,7F
6466,16695640.00000000000000000000,F7
6467,16695650.00000000000000000000,E3
6468,16698800.00000000000000000000,EA
6469,16698810.00000000000000000000,8A
6470,16701950.00000000000000000000,B7
6471,16701960.00000000000000000000,BF
6472,16701970.00000000000000000000,B7
6473,16705110.00000000000000000000,FF
6474,16705120.00000000000000000000,CB
6475,16708270.00000000000000000000,4A
6476,16711420.00000000000000000000,77
6477,16714580.00000000000000000000,FF
6478,16714590.00000000000000000000,DB
6479,16717730.00000000000000000000,EF
6480,16717740.00000000000000000000,67
6481,16720890.00000000000000000000,FB
6482,16720900.00000000000000000000,BB
6483,16724050.00000000000000000000,3B
6484,16724060.00000000000000000000,13
6485,16727200.00000000000000000000,77
6486,16727210.00000000000000000000,75
6487,16730360.00000000000000000000,7E
6488,16730370.00000000000000000000,2A
6489,16733510.00000000000000000000,6A
6490,16733520.00000000000000000000,69
6491,16733530.00000000000000000000,41
6492,16736670.00000000000000000000,37
6493,16739830.00000000000000000000,7C
6494,16739840.00000000000000000000,48
6495,16742980.00000000000000000000,CA
6496,16742990.00000000000000000000,8A
6497,16746140.00000000000000000000,FE
6498,16749300.00000000000000000000,DD
6499,16749310.00000000000000000000,D1
6500,16752450.00000000000000000000,CD
6501,16752460.00000000000000000000,9D
6502,16752470.00000000000000000000,8D
6503,16755610.00000000000000000000,1E
6504,16755620.00000000000000000000,12
6505,16758760.00000000000000000000,56
6506,16758780.00000000000000000000,46
6507,16761920.00000000000000000000,E5
6508,16761930.00000000000000000000,A5
6509,16765080.00000000000000000000,66
6510,16768230.00000000000000000000,BE
6511,16768240.00000000000000000000,BC
6512,16771390.00000000000000000000,FE
6513,16771400.00000000000000000000,E2
6514,16774540.00000000000000000000,F2
6515,16774550.00000000000000000000,B1
6516,16777700.00000000000000000000,F3
6517,16777710.00000000000000000000,C3
6518,16780860.00000000000000000000,76
6519,16784010.00000000000000000000,F6
6520,16784020.00000000000000000000,A7
6521,16784030.00000000000000000000,A3
6522,16787170.00000000000000000000,31
6523,16787180.00000000000000000000,11
6524,16790330.00000000000000000000,18
6525,16793480.00000000000000000000,1B
6526,16799790.00000000000000000000,3B
6527,16799800.00000000000000000000,BD
6528,16802950.00000000000000000000,BF
6529,16802960.00000000000000000000,87
6530,16806110.00000000000000000000,3D
6531,16806120.00000000000000000000,39
6532,16809260.00000000000000000000,7B
6533,16812430.00000000000000000000,1A
6534,16815580.00000000000000000000,49
6535,16818730.00000000000000000000,4F
6536,16818740.00000000000000000000,0E
6537,16821890.00000000000000000000,36
6538,16821910.00000000000000000000,32
6539,16825050.00000000000000000000,2C
6540,16825060.00000000000000000000,0C
6541,16828200.00000000000000000000,E5
6542,16828210.00000000000000000000,ED
6543,16828220.00000000000000000000,E5
6544,16831360.00000000000000000000,E7
6545,16831370.00000000000000000000,83
6546,16834510.00000000000000000000,93
6547,16834520.00000000000000000000,9E
6548,16837670.00000000000000000000,BD
6549,16840830.00000000000000000000,BF
6550,16840840.00000000000000000000,97
6551,16843980.00000000000000000000,E7
6552,16843990.00000000000000000000,60
6553,16847140.00000000000000000000,E6
6554,16847150.00000000000000000000,A6
6555,16850290.00000000000000000000,B6
6556,16850300.00000000000000000000,36
6557,16853450.00000000000000000000,D7
6558,16853460.00000000000000000000,D3
6559,16856610.00000000000000000000,7A
6560,16859760.00000000000000000000,7E
6561,16859770.00000000000000000000,2E
6562,16859780.00000000000000000000,26
6563,16862920.00000000000000000000,38
6564,16866080.00000000000000000000,BA
6565,16866090.00000000000000000000,8A
6566,16869230.00000000000000000000,9B
6567,16869240.00000000000000000000,99
6568,16872390.00000000000000000000,FF
6569,16875560.00000000000000000000,B7
6570,16878700.00000000000000000000,F7
6571,16878710.00000000000000000000,47
6572,16881870.00000000000000000000,03
6573,16885010.00000000000000000000,17
6574,16885020.00000000000000000000,15
6575,16888170.00000000000000000000,FD
6576,16888190.00000000000000000000,ED
6577,16891320.00000000000000000000,FD
6578,16891330.00000000000000000000,FC
6579,16891340.00000000000000000000,B0
6580,16894480.00000000000000000000,E6
6581,16894490.00000000000000000000,46
6582,16897640.00000000000000000000,C3
6583,16900800.00000000000000000000,40
6584,16903950.00000000000000000000,52
6585,16907110.00000000000000000000,78
6586,16907120.00000000000000000000,38
6587,16910260.00000000000000000000,BE
6588,16913420.00000000000000000000,7C
6589,16913430.00000000000000000000,78
6590,16916580.00000000000000000000,6F
6591,16916590.00000000000000000000,07
6592,16919730.00000000000000000000,77
6593,16919740.00000000000000000000,71
6594,16922890.00000000000000000000,7A
6595,16922900.00000000000000000000,3A
6596,16926040.00000000000000000000,7E
6597,16926050.00000000000000000000,DF
6598,16926070.00000000000000000000,D7
6599,16929200.00000000000000000000,5D
6600,16929210.00000000000000000000,4C
6601,16932360.00000000000000000000,5F
6602,16935520.00000000000000000000,49
6603,16938670.00000000000000000000,5D
6604,16938680.00000000000000000000,15
6605,16941830.00000000000000000000,7E
6606,16941840.00000000000000000000,6A
6607,16944980.00000000000000000000,7A
6608,16948140.00000000000000000000,F8
6609,16948150.00000000000000000000,B8
6610,16951300.00000000000000000000,A9
6611,16954460.00000000000000000000,A1
6612,16957610.00000000000000000000,2E
6613,16960760.00000000000000000000,7E
6614,16960770.00000000000000000000,5E
6615,16960780.00000000000000000000,52
6616,16963920.00000000000000000000,74
6617,16963930.00000000000000000000,24
6618,16967070.00000000000000000000,34
6619,16967080.00000000000000000000,96
6620,16970230.00000000000000000000,E7
6621,16970240.00000000000000000000,67
6622,16970250.00000000000000000000,63
6623,16973390.00000000000000000000,65
6624,16973400.00000000000000000000,45
6625,16976540.00000000000000000000,57
6626,16976550.00000000000000000000,17
6627,16979700.00000000000000000000,B3
6628,16982860.00000000000000000000,76
6629,16982870.00000000000000000000,46
6630,16986010.00000000000000000000,C6
6631,16986020.00000000000000000000,C3
6632,16989170.00000000000000000000,65
6633,16989180.00000000000000000000,25
6634,16992320.00000000000000000000,65
6635,16992330.00000000000000000000,6D
6636,16992340.00000000000000000000,69
6637,16995480.00000000000000000000,AF
6638,16998640.00000000000000000000,BD
6639,16998650.00000000000000000000,B1
6640,17001790.00000000000000000000,F1
6641,17001800.00000000000000000000,70
6642,17001810.00000000000000000000,60
6643,17004950.00000000000000000000,0B
6644,17008110.00000000000000000000,FF
6645,17008120.00000000000000000000,F7
6646,17011260.00000000000000000000,FF
6647,17011270.00000000000000000000,CD
6648,17014430.00000000000000000000,8D
6649,17017570.00000000000000000000,BD
6650,17017580.00000000000000000000,BC
6651,17017590.00000000000000000000,B8
6652,17020730.00000000000000000000,F8
6653,17023890.00000000000000000000,FF
6654,17023900.00000000000000000000,BF
6655,17027040.00000000000000000000,FF
6656,17027050.00000000000000000000,FD
6657,17027060.00000000000000000000,D9
6658,17030200.00000000000000000000,DB
6659,17030210.00000000000000000000,D3
6660,17033360.00000000000000000000,D0
6661,17033370.00000000000000000000,C0
6662,17036510.00000000000000000000,B4
6663,17036520.00000000000000000000,B5
6664,17039670.00000000000000000000,B4
6665,17039680.00000000000000000000,84
6666,17042820.00000000000000000000,A4
6667,17042830.00000000000000000000,24
6668,17045980.00000000000000000000,CF
6669,17049140.00000000000000000000,5C
6670,17049150.00000000000000000000,58
6671,17052300.00000000000000000000,CB
6672,17055450.00000000000000000000,EF
6673,17055460.00000000000000000000,AF
6674,17058610.00000000000000000000,AC
6675,17058620.00000000000000000000,A0
6676,17061760.00000000000000000000,B7
6677,17061770.00000000000000000000,37
6678,17064930.00000000000000000000,07
6679,17068080.00000000000000000000,06
6680,17068090.00000000000000000000,02
6681,17071230.00000000000000000000,62
6682,17074390.00000000000000000000,69
6683,17077540.00000000000000000000,7F
6684,17077550.00000000000000000000,7E
6685,17077560.00000000000000000000,56
6686,17080700.00000000000000000000,74
6687,17080710.00000000000000000000,24
6688,17083860.00000000000000000000,7C
6689,17087010.00000000000000000000,7D
6690,17087020.00000000000000000000,0D
6691,17093320.00000000000000000000,3D
6692,17093330.00000000000000000000,BD
6693,17093340.00000000000000000000,B5
6694,17096480.00000000000000000000,B7
6695,17096490.00000000000000000000,22
6696,17099640.00000000000000000000,B7
6697,17102790.00000000000000000000,FF
6698,17102800.00000000000000000000,7C
6699,17102810.00000000000000000000,4C
6700,17105950.00000000000000000000,DC
6701,17109110.00000000000000000000,FF
6702,17109120.00000000000000000000,EF
6703,17112260.00000000000000000000,FF
6704,17112270.00000000000000000000,F1
6705,17112280.00000000000000000000,D1
6706,17115420.00000000000000000000,DF
6707,17115430.00000000000000000000,9F
6708,17118570.00000000000000000000,FF
6709,17118580.00000000000000000000,7E
6710,17118590.00000000000000000000,66
6711,17121730.00000000000000000000,AF
6712,17124890.00000000000000000000,6E
6713,17124900.00000000000000000000,66
6714,17128040.00000000000000000000,E6
6715,17128050.00000000000000000000,81
6716,17131200.00000000000000000000,B7
6717,17134360.00000000000000000000,F4
6718,17134370.00000000000000000000,E4
6719,17137510.00000000000000000000,E5
6720,17137520.00000000000000000000,C5
6721,17140670.00000000000000000000,6F
6722,17140680.00000000000000000000,6B
6723,17143820.00000000000000000000,7B
6724,17143830.00000000000000000000,7F
6725,17146980.00000000000000000000,FF
6726,17146990.00000000000000000000,83
6727,17150140.00000000000000000000,31
6728,17153290.00000000000000000000,75
6729,17153300.00000000000000000000,FC
6730,17153310.00000000000000000000,DC
6731,17156450.00000000000000000000,7F
6732,17156460.00000000000000000000,3F
6733,17156470.00000000000000000000,3B
6734,17159610.00000000000000000000,B8
6735,17159620.00000000000000000000,A8
6736,17162760.00000000000000000000,BB
6737,17162770.00000000000000000000,93
6738,17165920.00000000000000000000,15
6739,17169070.00000000000000000000,55
6740,17169080.00000000000000000000,C7
6741,17172230.00000000000000000000,EF
6742,17172240.00000000000000000000,AD
6743,17175390.00000000000000000000,2E
6744,17175400.00000000000000000000,0E
6745,17178540.00000000000000000000,7E
6746,17178560.00000000000000000000,72
6747,17181700.00000000000000000000,FA
6748,17181710.00000000000000000000,BA
6749,17184860.00000000000000000000,B8
6750,17184870.00000000000000000000,A8
6751,17188010.00000000000000000000,FF
6752,17188020.00000000000000000000,7F
6753,17191170.00000000000000000000,7D
6754,17191180.00000000000000000000,21
6755,17194330.00000000000000000000,2E
6756,17194340.00000000000000000000,0E
6757,17197480.00000000000000000000,3F
6758,17200640.00000000000000000000,7C
6759,17200650.00000000000000000000,74
6760,17203790.00000000000000000000,7C
6761,17203800.00000000000000000000,5C
6762,17206950.00000000000000000000,FF
6763,17210120.00000000000000000000,97
6764,17213260.00000000000000000000,AF
6765,17213270.00000000000000000000,2A
6766,17216420.00000000000000000000,A2
6767,17219580.00000000000000000000,A9
6768,17222730.00000000000000000000,FF
6769,17222740.00000000000000000000,FE
6770,17225890.00000000000000000000,7E
6771,17225900.00000000000000000000,7A
6772,17229040.00000000000000000000,FE
6773,17229050.00000000000000000000,AF
6774,17229060.00000000000000000000,A7
6775,17232200.00000000000000000000,77
6776,17232210.00000000000000000000,76
6777,17235360.00000000000000000000,FD
6778,17235370.00000000000000000000,9D
6779,17238510.00000000000000000000,DF
6780,17238520.00000000000000000000,56
6781,17241670.00000000000000000000,F3
6782,17241680.00000000000000000000,E3
6783,17244820.00000000000000000000,F3
6784,17244830.00000000000000000000,BA
6785,17247980.00000000000000000000,76
6786,17247990.00000000000000000000,74
6787,17251140.00000000000000000000,F1
6788,17254290.00000000000000000000,F7
6789,17254300.00000000000000000000,57
6790,17254310.00000000000000000000,17
6791,17257450.00000000000000000000,D7
6792,17260610.00000000000000000000,75
6793,17260620.00000000000000000000,35
6794,17263760.00000000000000000000,B7
6795,17263770.00000000000000000000,A3
6796,17266920.00000000000000000000,7C
6797,17270080.00000000000000000000,4C
6798,17270090.00000000000000000000,44
6799,17273230.00000000000000000000,74
6800,17273250.00000000000000000000,30
6801,17276390.00000000000000000000,33
6802,17276400.00000000000000000000,23
6803,17279540.00000000000000000000,E3
6804,17279550.00000000000000000000,C3
6805,17282700.00000000000000000000,E5
6806,17285860.00000000000000000000,65
6807,17285870.00000000000000000000,45
6808,17289010.00000000000000000000,5D
6809,17289020.00000000000000000000,5C
6810,17292170.00000000000000000000,5D
6811,17292180.00000000000000000000,1D
6812,17295320.00000000000000000000,5D
6813,17295330.00000000000000000000,4E
6814,17295340.00000000000000000000,42
6815,17298480.00000000000000000000,43
6816,17301640.00000000000000000000,FF
6817,17304800.00000000000000000000,7D
6818,17304810.00000000000000000000,3D
6819,17307950.00000000000000000000,BF
6820,17307960.00000000000000000000,9A
6821,17311110.00000000000000000000,1D
6822,17311120.00000000000000000000,15
6823,17314260.00000000000000000000,77
6824,17317420.00000000000000000000,F4
6825,17317430.00000000000000000000,94
6826,17320570.00000000000000000000,D4
6827,17320580.00000000000000000000,5E
6828,17320590.00000000000000000000,5A
6829,17323730.00000000000000000000,5B
6830,17323740.00000000000000000000,19
6831,17326890.00000000000000000000,5E
6832,17326900.00000000000000000000,4E
6833,17330040.00000000000000000000,1E
6834,17330050.00000000000000000000,5D
6835,17330060.00000000000000000000,11
6836,17333200.00000000000000000000,EE
6837,17336350.00000000000000000000,FE
6838,17336360.00000000000000000000,7E
6839,17336370.00000000000000000000,36
6840,17339510.00000000000000000000,EE
6841,17339520.00000000000000000000,CC
6842,17342670.00000000000000000000,CF
6843,17342680.00000000000000000000,8B
6844,17345820.00000000000000000000,9B
6845,17345830.00000000000000000000,1B
6846,17348980.00000000000000000000,6F
6847,17348990.00000000000000000000,7C
6848,17349000.00000000000000000000,6C
6849,17352140.00000000000000000000,6F
6850,17352150.00000000000000000000,2F
6851,17355300.00000000000000000000,25
6852,17358450.00000000000000000000,9D
6853,17361610.00000000000000000000,BC
6854,17361620.00000000000000000000,B8
6855,17364760.00000000000000000000,AF
6856,17364770.00000000000000000000,2F
6857,17367920.00000000000000000000,6F
6858,17367930.00000000000000000000,4B
6859,17371080.00000000000000000000,4E
6860,17371090.00000000000000000000,46
6861,17374230.00000000000000000000,DE
6862,17374240.00000000000000000000,DC
6863,17374250.00000000000000000000,98
6864,17377390.00000000000000000000,BF
6865,17380550.00000000000000000000,B3
6866,17380560.00000000000000000000,83
6867,17383700.00000000000000000000,C1
6868,17386860.00000000000000000000,7E
6869,17390010.00000000000000000000,7F
6870,17390020.00000000000000000000,5D
6871,17393170.00000000000000000000,FC
6872,17393180.00000000000000000000,A4
6873,17396330.00000000000000000000,87
6874,17399480.00000000000000000000,97
6875,17399490.00000000000000000000,92
6876,17402640.00000000000000000000,3C
6877,17402650.00000000000000000000,2C
6878,17405790.00000000000000000000,7E
6879,17405800.00000000000000000000,7F
6880,17405810.00000000000000000000,77
6881,17408950.00000000000000000000,7F
6882,17408960.00000000000000000000,0B
6883,17412100.00000000000000000000,2B
6884,17412110.00000000000000000000,A9
6885,17412120.00000000000000000000,A1
6886,17415260.00000000000000000000,F1
6887,17415270.00000000000000000000,F0
6888,17418430.00000000000000000000,90
6889,17421570.00000000000000000000,F0
6890,17421580.00000000000000000000,F1
6891,17424730.00000000000000000000,7F
6892,17424750.00000000000000000000,3F
6893,17427890.00000000000000000000,FC
6894,17427900.00000000000000000000,E8
6895,17431040.00000000000000000000,FE
6896,17431050.00000000000000000000,76
6897,17431060.00000000000000000000,56
6898,17434200.00000000000000000000,F8
6899,17434210.00000000000000000000,A8
6900,17437350.00000000000000000000,B8
6901,17437360.00000000000000000000,BA
6902,17437370.00000000000000000000,B2
6903,17440510.00000000000000000000,D7
6904,17443670.00000000000000000000,5E
6905,17443680.00000000000000000000,4A
6906,17446830.00000000000000000000,08
6907,17449980.00000000000000000000,BD
6908,17453140.00000000000000000000,FD
6909,17453150.00000000000000000000,D5
6910,17456300.00000000000000000000,10
6911,17459450.00000000000000000000,30
6912,17462610.00000000000000000000,3A
6913,17465760.00000000000000000000,EA
6914,17465770.00000000000000000000,E2
6915,17468920.00000000000000000000,EC
6916,17468930.00000000000000000000,8C
6917,17472070.00000000000000000000,AC
6918,17472080.00000000000000000000,2F
6919,17472090.00000000000000000000,23
6920,17475230.00000000000000000000,35
6921,17475240.00000000000000000000,34
6922,17478390.00000000000000000000,37
6923,17478400.00000000000000000000,23
6924,17481540.00000000000000000000,EB
6925,17481550.00000000000000000000,EE
6926,17484700.00000000000000000000,FD
6927,17484710.00000000000000000000,F5
6928,17487860.00000000000000000000,FF
6929,17487870.00000000000000000000,FB
6930,17491010.00000000000000000000,FF
6931,17491020.00000000000000000000,4F
6932,17494170.00000000000000000000,ED
6933,17497330.00000000000000000000,CC
6934,17497340.00000000000000000000,84
6935,17500480.00000000000000000000,83
6936,17503640.00000000000000000000,19
6937,17506790.00000000000000000000,3B
6938,17506800.00000000000000000000,32
6939,17506810.00000000000000000000,22
6940,17509950.00000000000000000000,3C
6941,17509970.00000000000000000000,1C
6942,17513100.00000000000000000000,5C
6943,17513110.00000000000000000000,DC
6944,17516260.00000000000000000000,DE
6945,17516270.00000000000000000000,5A
6946,17516280.00000000000000000000,4A
6947,17519420.00000000000000000000,4E
6948,17522570.00000000000000000000,6E
6949,17522580.00000000000000000000,6D
6950,17522590.00000000000000000000,29
6951,17525730.00000000000000000000,5F
6952,17528890.00000000000000000000,FE
6953,17528900.00000000000000000000,F2
6954,17528910.00000000000000000000,E2
6955,17532040.00000000000000000000,F7
6956,17532050.00000000000000000000,55
6957,17535200.00000000000000000000,F4
6958,17535210.00000000000000000000,B4
6959,17538360.00000000000000000000,AF
6960,17538370.00000000000000000000,AB
6961,17541510.00000000000000000000,EB
6962,17541520.00000000000000000000,E9
6963,17544670.00000000000000000000,6D
6964,17544680.00000000000000000000,65
6965,17547820.00000000000000000000,67
6966,17547830.00000000000000000000,27
6967,17547840.00000000000000000000,23
6968,17550980.00000000000000000000,2B
6969,17550990.00000000000000000000,0A
6970,17554140.00000000000000000000,7B
6971,17557290.00000000000000000000,7F
6972,17557300.00000000000000000000,7E
6973,17557310.00000000000000000000,16
6974,17560460.00000000000000000000,06
6975,17563600.00000000000000000000,36
6976,17563610.00000000000000000000,B5
6977,17566760.00000000000000000000,F7
6978,17566770.00000000000000000000,F3
6979,17566780.00000000000000000000,D3
6980,17569920.00000000000000000000,5D
6981,17569930.00000000000000000000,0D
6982,17573070.00000000000000000000,0F
6983,17573080.00000000000000000000,0E
6984,17573090.00000000000000000000,0A
6985,17576230.00000000000000000000,88
6986,17579390.00000000000000000000,1D
6987,17582540.00000000000000000000,5D
6988,17582550.00000000000000000000,59
6989,17582560.00000000000000000000,49
6990,17585700.00000000000000000000,69
6991,17585710.00000000000000000000,29
6992,17588850.00000000000000000000,79
6993,17588860.00000000000000000000,FD
6994,17592020.00000000000000000000,85
6995,17595170.00000000000000000000,47
6996,17595180.00000000000000000000,43
6997,17598320.00000000000000000000,33
6998,17598330.00000000000000000000,7D
6999,17598340.00000000000000000000,3D
7000,17601480.00000000000000000000,7F
7001,17601490.00000000000000000000,77
7002,17601500.00000000000000000000,57
7003,17604640.00000000000000000000,7E
7004,17604650.00000000000000000000,3A
7005,17607790.00000000000000000000,3E
7006,17607800.00000000000000000000,3C
7007,17610950.00000000000000000000,7C
7008,17610960.00000000000000000000,44
7009,17614100.00000000000000000000,54
7010,17614110.00000000000000000000,1D
7011,17614120.00000000000000000000,19
7012,17617260.00000000000000000000,6B
7013,17617270.00000000000000000000,6A
7014,17617280.00000000000000000000,72
7015,17617290.00000000000000000000,62
7016,17620420.00000000000000000000,73
7017,17620430.00000000000000000000,13
7018,17623570.00000000000000000000,4F
7019,17623580.00000000000000000000,DF
7020,17623590.00000000000000000000,CF
7021,17626740.00000000000000000000,4A
7022,17626750.00000000000000000000,42
7023,17629890.00000000000000000000,59
7024,17629900.00000000000000000000,19
7025,17633040.00000000000000000000,3B
7026,17633050.00000000000000000000,33
7027,17633060.00000000000000000000,23
7028,17636200.00000000000000000000,67
7029,17639350.00000000000000000000,77
7030,17639360.00000000000000000000,B5
7031,17639370.00000000000000000000,B1
7032,17642510.00000000000000000000,D5
7033,17642520.00000000000000000000,54
7034,17645670.00000000000000000000,7D
7035,17645680.00000000000000000000,29
7036,17648820.00000000000000000000,7B
7037,17648830.00000000000000000000,7A
7038,17648840.00000000000000000000,5A
7039,17651980.00000000000000000000,F2
7040,17651990.00000000000000000000,FA
7041,17652000.00000000000000000000,F2
7042,17655140.00000000000000000000,72
7043,17658290.00000000000000000000,F2
7044,17658300.00000000000000000000,B2
7045,17661450.00000000000000000000,B8
7046,17664600.00000000000000000000,F8
7047,17664610.00000000000000000000,5B
7048,17667760.00000000000000000000,4F
7049,17667770.00000000000000000000,0F
7050,17670920.00000000000000000000,1C
7051,17670930.00000000000000000000,14
7052,17674070.00000000000000000000,56
7053,17677230.00000000000000000000,F5
7054,17680390.00000000000000000000,75
7055,17680400.00000000000000000000,71
7056,17683540.00000000000000000000,6F
7057,17683550.00000000000000000000,7F
7058,17683560.00000000000000000000,6F
7059,17686700.00000000000000000000,EE
7060,17686710.00000000000000000000,CA
7061,17689860.00000000000000000000,C8
7062,17689870.00000000000000000000,C0
7063,17693010.00000000000000000000,BD
